FID,ap_lp,apn,number_of_,objectid,shape_area,shape_leng,situs_city,situs_hous,situs_ho_2,situs_stat,situs_stre,situs_st_2,situs_st_3,situs_unit,situs_zip_,tax_rate_a
3430,LP,12015100,2.000000000000000,118765.000000000000000,2840.717010694001601,217.103749688877997,PALO ALTO,424,,CA,,LYTTON,AV,,94301-1531,6001.000000000000000
3467,LP,77909007,6.000000000000000,364951.000000000000000,14537.404232021501230,509.428112384310339,SAN MARTIN,13730,,CA,,COLONY,AV,,95046-9421,87002.000000000000000
3482,LP,43419053,1.000000000000000,437161.000000000000000,464.453153103566081,89.547333256082098,SAN JOSE,597,,CA,,FALCON,PL,,95125,17108.000000000000000
3489,LP,76708039,1.000000000000000,435381.000000000000000,1547.887585586353453,166.226581790210105,MORGAN HILL,65,,CA,W,DUNNE,AV,,95037-4901,4001.000000000000000
3499,LP,23005065,0.000000000000000,45081.000000000000000,1594.287253123284245,212.450460552447993,,,,,,,,,,7102.000000000000000
3668,LP,72651154,1.000000000000000,434081.000000000000000,99.939583145750447,50.414543399902101,MORGAN HILL,17539,,CA,,BRISCOE,LN,,95037,4002.000000000000000
3713,LP,,0.000000000000000,188430.000000000000000,5945.243742156095323,365.873361882512143,,,,,,,,,,0.000000000000000
3714,LP,26133018,1.000000000000000,96509.000000000000000,550.179473857915923,95.502255659592095,SAN JOSE,14,,CA,,SUNOL,ST,,95126-3147,17108.000000000000000
3719,LP,12015054,1.000000000000000,173344.000000000000000,350.718145889033451,92.199518953320705,PALO ALTO,309,,CA,,UNIVERSITY,AV,,94301-1716,6001.000000000000000
3736,LP,26448128,0.000000000000000,453503.000000000000000,341.864672348460431,77.928709262881242,,,,,,,,,,17193.000000000000000
3751,LP,72605017,1.000000000000000,237573.000000000000000,228.643090557598782,80.161372449715955,MORGAN HILL,17165,,CA,,CREEKSIDE,CL,,95037,4002.000000000000000
3767,LP,25939115,1.000000000000000,450739.000000000000000,7275.536350967796352,349.923798052300299,SAN JOSE,99,,CA,,ALMADEN,BL,,95113-1610,17135.000000000000000
3818,AP,84185024,1.000000000000000,497390.000000000000000,167.510699189829921,54.529762214015143,GILROY,7600,,CA,,MONTEREY,ST,311,95020,2000.000000000000000
3824,LP,14726010,1.000000000000000,380125.000000000000000,949.573102692433167,128.479312647867062,PALO ALTO,230,,CA,,PARKSIDE,DR,,94306-4530,6012.000000000000000
3825,LP,22019062,1.000000000000000,261523.000000000000000,1071.964653247054912,130.661699300267259,SANTA CLARA,3408,,CA,,ST MARYS,PL,,95051-1528,7014.000000000000000
3869,LP,,0.000000000000000,411417.000000000000000,549.463165323176099,244.296112578612082,,,,,,,,,,0.000000000000000
3878,LP,13236024,1.000000000000000,39713.000000000000000,628.820368534533827,109.710005859860658,PALO ALTO,,,CA,,ASH,ST,,94306,6001.000000000000000
3884,LP,12014118,1.000000000000000,75218.000000000000000,305.559595989943716,74.025413975207385,PALO ALTO,316,,CA,,BRYANT,CT,,94301,6001.000000000000000
3896,LP,72617067,1.000000000000000,90611.000000000000000,649.051349783965179,115.719363750928849,MORGAN HILL,17530,,CA,,MONTOYA,CL,,95037-3771,4101.000000000000000
3912,LP,21309016,1.000000000000000,360815.000000000000000,963.942326035014730,128.675557193720635,SUNNYVALE,1085,,CA,,CLEMATIS,DR,,94086-8344,9023.000000000000000
3939,LP,72652021,1.000000000000000,416458.000000000000000,191.407990101646419,61.431119523922270,MORGAN HILL,17110,,CA,,SAINT ANNE,LN,,95037,4002.000000000000000
3971,AP,43446019,1.000000000000000,484330.000000000000000,216.409418149307726,59.720305022462931,SAN JOSE,1375,,CA,,LICK,AV,229,95110,17193.000000000000000
3972,LP,82502043,1.000000000000000,346564.000000000000000,1285.982923174941561,145.241279309036969,SAN MARTIN,13205,,CA,,LINCOLN,AV,,95046,87076.000000000000000
3979,LP,76706015,1.000000000000000,349233.000000000000000,1531.924964805650689,155.242707512422044,MORGAN HILL,175,,CA,,NOB HILL,TR,,95037-4539,4001.000000000000000
4000,LP,79913045,1.000000000000000,236420.000000000000000,1032.081988322615643,131.069825314586353,GILROY,421,,CA,W,10TH,ST,,95020-6522,2000.000000000000000
4032,LP,70653046,1.000000000000000,444759.000000000000000,99.267168171292326,41.132733892695072,SAN JOSE,426,,CA,,ELLICOTT,LP,,95123,17060.000000000000000
4069,LP,26134021,0.000000000000000,62448.000000000000000,4654.206509064641068,446.982768497387042,,,,,,,,,,17193.000000000000000
4075,LP,12431082,1.000000000000000,101013.000000000000000,1496.605583866079769,174.055618311864919,PALO ALTO,456,,CA,,COLLEGE,AV,,94306-1524,6001.000000000000000
4085,LP,43430020,0.000000000000000,442908.000000000000000,3252.776506552825140,303.614209322586248,,,,,,,,,,17109.000000000000000
4105,LP,43411054,1.000000000000000,317034.000000000000000,1151.352473605190653,147.963583236995447,SAN JOSE,1204,,CA,,LOCUST,ST,,95110-3319,17193.000000000000000
4160,LP,43410037,1.000000000000000,388851.000000000000000,833.563580584428337,135.199052886445571,SAN JOSE,54,,CA,,FLOYD,ST,,95110-3403,17193.000000000000000
4171,AP,14819052,1.000000000000000,462324.000000000000000,183.195540543418360,54.152911450835958,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,163,94040,5009.000000000000000
4177,AP,15846003,1.000000000000000,468984.000000000000000,106.349864258442750,51.726306730789773,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,3,94043-4818,5010.000000000000000
4181,LP,21626063,1.000000000000000,324423.000000000000000,1167.265015189913811,145.187252834916734,SANTA CLARA,2633,,CA,,KITSAP,CT,,95051-1013,7014.000000000000000
4228,LP,43423161,1.000000000000000,137782.000000000000000,1160.627825362858403,146.844104439448017,SAN JOSE,1470,,CA,,SANBORN,AV,,95110-3615,17193.000000000000000
4242,LP,14782008,1.000000000000000,395112.000000000000000,128.440780568356246,48.773121240765363,PALO ALTO,444,,CA,,SAN ANTONIO,RD,3B,94306-4648,6012.000000000000000
4254,LP,14726032,1.000000000000000,255393.000000000000000,1121.932286520892376,138.250300594143482,PALO ALTO,4062,,CA,,BEN LOMOND,DR,,94306-4502,6012.000000000000000
4257,LP,12042008,1.000000000000000,320739.000000000000000,101.257379042227086,43.936118906194928,PALO ALTO,459,,CA,,HOMER,AV,8,94301-2821,6001.000000000000000
4279,LP,43405098,1.000000000000000,357697.000000000000000,33.593665100950830,102.622162825881801,SAN JOSE,,,CA,,PALM,ST,,95110,17193.000000000000000
4293,LP,43411001,1.000000000000000,177019.000000000000000,990.727430028483923,135.682981537657582,SAN JOSE,1394,,CA,,VINE,ST,,95110-3344,17193.000000000000000
4337,AP,14832157,1.000000000000000,480663.000000000000000,3218.921386407966565,282.887554939988092,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,J218,94040-1472,5009.000000000000000
4344,LP,12025004,1.000000000000000,131269.000000000000000,782.612638217527092,119.913335111971520,PALO ALTO,228,,CA,,BRYANT,ST,,94301-1405,6001.000000000000000
4366,AP,14819097,1.000000000000000,462671.000000000000000,150.914838916020102,49.485857652908066,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,281,94040,5009.000000000000000
4373,LP,12433061,1.000000000000000,257060.000000000000000,1623.480820009749550,161.347857128524794,PALO ALTO,2401,,CA,,EL CAMINO REAL,,,94306-1702,6052.000000000000000
4395,AP,12013008,1.000000000000000,478758.000000000000000,129.270380115224583,50.648721872605726,PALO ALTO,280,,CA,,WAVERLEY,ST,,94301-1441,6001.000000000000000
4420,LP,68438044,2.000000000000000,170925.000000000000000,998.797374478450365,126.370571428116875,SAN JOSE,245,,CA,,ROUNDTABLE,DR,,95111-2945,17184.000000000000000
4454,AP,43440024,1.000000000000000,483142.000000000000000,947.126009981945685,222.634904300598009,SAN JOSE,276,,CA,,SHADOW RUN,DR,,95110-3554,17193.000000000000000
4478,LP,15813007,1.000000000000000,282817.000000000000000,1173.221985073894757,157.160031496438592,MOUNTAIN VIEW,1043,,CA,,VILLA,ST,,94041-1237,5000.000000000000000
4516,LP,76748008,1.000000000000000,260080.000000000000000,225.911076427861360,69.065532483834104,MORGAN HILL,54,,CA,W,1ST,ST,,95037,4001.000000000000000
4552,LP,13701036,4.000000000000000,370869.000000000000000,877.483014046486687,128.041202966040203,PALO ALTO,564,,CA,,COLLEGE,AV,,94306-1434,6001.000000000000000
4562,LP,84153040,1.000000000000000,453174.000000000000000,744.410811184898080,141.156066328290478,GILROY,502,,CA,,HADLEY,CT,,95020-5853,2000.000000000000000
4583,LP,72615056,1.000000000000000,432547.000000000000000,699.400979037158322,113.652820928086001,MORGAN HILL,17477,,CA,,CALLE DEL SOL,,,95037-7402,4002.000000000000000
4611,AP,12039002,1.000000000000000,479245.000000000000000,151.615469100367307,56.670172832259915,PALO ALTO,101,,CA,,ALMA,ST,102,94301-1002,6001.000000000000000
4649,LP,43408033,1.000000000000000,7089.000000000000000,755.372182694893240,127.735812605716035,SAN JOSE,1135,,CA,,MASTIC,ST,,95110-3408,17193.000000000000000
4656,AP,12039021,1.000000000000000,479306.000000000000000,199.867899994848898,70.739883491476860,PALO ALTO,101,,CA,,ALMA,ST,306,94301-1004,6001.000000000000000
4734,AP,43440004,1.000000000000000,483125.000000000000000,135.955825275278613,56.489203057598580,SAN JOSE,318,,CA,,SHADOW RUN,DR,,95110-3556,17193.000000000000000
4760,LP,43411018,1.000000000000000,88477.000000000000000,1428.533629053748427,160.411869006013973,SAN JOSE,1202,,CA,,VINE,ST,,95110-3342,17193.000000000000000
4800,LP,49707030,1.000000000000000,58227.000000000000000,2890.347411683284918,210.290108389191317,SAN JOSE,3410,,CA,,MONTEREY,RD,,95111-3319,17031.000000000000000
4817,LP,72627042,1.000000000000000,305704.000000000000000,849.471046774248180,120.935580222955622,MORGAN HILL,17782,,CA,,CALLE CENTRAL,,,95037,4101.000000000000000
4848,LP,15843010,1.000000000000000,43190.000000000000000,129.400016853383249,54.048945720962237,MOUNTAIN VIEW,235,,CA,,HORIZON,AV,,94043-4718,5010.000000000000000
4850,LP,26438105,2.000000000000000,12946.000000000000000,795.760090673639752,135.269856768817789,SAN JOSE,283,,CA,,WILLOW,ST,,95110-3353,17193.000000000000000
4872,LP,43412024,1.000000000000000,204529.000000000000000,895.361205047196108,137.591415298773740,SAN JOSE,1225,,CA,,LOCUST,ST,,95110-3320,17193.000000000000000
4874,AP,13250005,1.000000000000000,480205.000000000000000,217.541939353334328,66.348522565492857,PALO ALTO,455,,CA,,GRANT,AV,5,94306-1817,6001.000000000000000
4902,LP,13701039,1.000000000000000,191943.000000000000000,936.027355613945133,134.048384233813636,PALO ALTO,2145,,CA,,YALE,ST,,94306-1425,6001.000000000000000
4903,LP,26108070,2.000000000000000,162927.000000000000000,1122.685717475794263,156.208757137796653,SAN JOSE,948,,CA,W,TAYLOR,ST,,95126-1849,17108.000000000000000
4908,LP,77908011,1.000000000000000,246698.000000000000000,6141.288743885330405,423.633578975116734,SAN MARTIN,13405,,CA,,COLONY,AV,,95046-9409,87002.000000000000000
4928,LP,72617059,1.000000000000000,70935.000000000000000,667.059606155451775,114.797756193411388,MORGAN HILL,17450,,CA,,MONTOYA,CL,,95037-3770,4101.000000000000000
4932,LP,26106030,1.000000000000000,361041.000000000000000,903.255521476793433,131.430059937127226,SAN JOSE,986,,CA,,SCHIELE,AV,,95126-2423,17108.000000000000000
4941,AP,12437157,1.000000000000000,480233.000000000000000,1901.397018102433321,221.111955081573370,PALO ALTO,2585,,CA,,PARK,BL,Z210,94306-1944,6001.000000000000000
4982,LP,26112084,1.000000000000000,32055.000000000000000,6409.732868648114163,382.757929862890762,SAN JOSE,,,CA,,EMORY,ST,,95126,17108.000000000000000
5032,LP,12027063,1.000000000000000,101191.000000000000000,622.884771942929092,115.299602322029159,PALO ALTO,733,,CA,,RAMONA,ST,,94301-2548,6001.000000000000000
5033,LP,84103057,1.000000000000000,309408.000000000000000,1165.848427478824306,157.735741021433455,GILROY,7640,,CA,,FOREST,ST,,95020-5202,2000.000000000000000
5045,LP,79916050,1.000000000000000,35438.000000000000000,1055.524116215260165,145.890695409186606,GILROY,7288,,CA,,CARMEL,ST,,95020-6133,2000.000000000000000
5079,LP,12015038,2.000000000000000,222960.000000000000000,779.066361525337925,119.539984940302077,PALO ALTO,422,,CA,,WAVERLEY,ST,,94301-1718,6001.000000000000000
5092,AP,20904071,1.000000000000000,470106.000000000000000,120.814797053572249,44.595859481181861,SUNNYVALE,418,,CA,E,EVELYN,AV,Y102,94086,9002.000000000000000
5094,AP,12437062,1.000000000000000,480438.000000000000000,1671.890656525668419,213.654280106769193,PALO ALTO,153,,CA,,CALIFORNIA,AV,F303,94306-1949,6001.000000000000000
5142,LP,21659003,1.000000000000000,459844.000000000000000,15448.768205343842055,519.257405685311710,SANTA CLARA,3560,,CA,,RAMBLA,PL,,95051,7079.000000000000000
5178,LP,12026047,1.000000000000000,151275.000000000000000,461.539820685497489,115.248690341610740,PALO ALTO,170,,CA,,UNIVERSITY,AV,,94301-1631,6001.000000000000000
5223,LP,43415070,1.000000000000000,439756.000000000000000,1010.315530860634112,139.923632083666718,SAN JOSE,1292,,CA,,PREVOST,ST,,95125-1752,17108.000000000000000
5247,LP,20905065,1.000000000000000,266820.000000000000000,109.229326449825862,44.526974755063783,SUNNYVALE,315,,CA,E,WASHINGTON,AV,,94086,9065.000000000000000
5263,LP,15842068,1.000000000000000,409800.000000000000000,331.301276393563342,97.349146402378878,MOUNTAIN VIEW,660,,CA,,WILLOWGATE,ST,,94043,5000.000000000000000
5274,LP,,0.000000000000000,455232.000000000000000,9710.687240901976111,1971.904476722131676,,,,,,,,,,0.000000000000000
5321,LP,12014016,1.000000000000000,168919.000000000000000,13465.747578322920162,484.338671735081562,PALO ALTO,,,CA,,WAVERLEY,ST,,94301,6001.000000000000000
5348,LP,13225018,1.000000000000000,154118.000000000000000,1191.077357492028796,149.471021057098454,PALO ALTO,2746,,CA,,EMERSON,ST,,94306-2312,6001.000000000000000
5358,LP,43427093,1.000000000000000,373935.000000000000000,967.776128308518537,133.888245531126387,SAN JOSE,1558,,CA,,CROSS,WY,,95125-1214,17108.000000000000000
5393,LP,20945015,1.000000000000000,404752.000000000000000,71.430859119072622,37.512079927635028,SUNNYVALE,258,,CA,,CARROLL,ST,103,94086,9065.000000000000000
5446,LP,25946066,3.000000000000000,259504.000000000000000,916.272481163104317,142.689565204328858,SAN JOSE,443,,CA,W,SAN CARLOS,ST,,95110-2626,17193.000000000000000
5473,LP,21655055,1.000000000000000,89935.000000000000000,189.976227821922862,56.287375855256130,SUNNYVALE,1286,,CA,,KIFER,RD,101,94086,9002.000000000000000
5485,LP,72621053,1.000000000000000,193181.000000000000000,1406.953498824370854,157.232807076836934,MORGAN HILL,607,,CA,,CALLE FLORENCIA,,,95037,4101.000000000000000
5492,LP,72651013,1.000000000000000,435292.000000000000000,130.356803590553852,50.186381219362758,MORGAN HILL,198,,CA,,HUNTINGTON,LN,,95037,4002.000000000000000
5531,LP,13225050,1.000000000000000,59771.000000000000000,816.511019737754168,123.472846882884568,PALO ALTO,130,,CA,,COLORADO,AV,,94301-4208,6001.000000000000000
5547,LP,26109082,0.000000000000000,364989.000000000000000,1019.651508171461387,137.719477892192401,,,,,,,,,,17108.000000000000000
5548,AP,49755066,1.000000000000000,486284.000000000000000,725.208756294950263,117.047092192878466,SAN JOSE,404,,CA,,KENBROOK,CL,,95111-3218,17038.000000000000000
5563,LP,13212045,1.000000000000000,402161.000000000000000,954.265913610059556,128.912388522815064,PALO ALTO,2451,,CA,,BRYANT,ST,,94301-4205,6001.000000000000000
5593,LP,26136038,1.000000000000000,173204.000000000000000,940.772720818687162,136.330702756651533,SAN JOSE,187,,CA,,SUNOL,ST,,95126-3065,17108.000000000000000
5604,LP,20925003,1.000000000000000,241093.000000000000000,976.800211560056823,140.073775116576456,SUNNYVALE,362,,CA,S,SUNNYVALE,AV,,94086-6246,9168.000000000000000
5612,LP,69201012,1.000000000000000,121091.000000000000000,4070.421925317822115,256.482456955364910,SAN JOSE,5637,,CA,,COTTLE,RD,,95123-3625,17063.000000000000000
5641,LP,67832071,1.000000000000000,339752.000000000000000,961.787030649497297,128.517974610170370,SAN JOSE,5415,,CA,,CENTURY MEADOW,CT,,95111-1809,17064.000000000000000
5644,LP,25938029,1.000000000000000,218534.000000000000000,831.792532117489941,124.984993101342681,SAN JOSE,40,,CA,S,MONTGOMERY,ST,,95110-2518,17213.000000000000000
5688,LP,12021001,1.000000000000000,303008.000000000000000,99.824786514143057,40.735619078424861,PALO ALTO,251,,CA,,BRYANT,ST,,94301-1406,6001.000000000000000
5693,LP,26131037,2.000000000000000,82986.000000000000000,808.810007693183479,131.003939512280937,SAN JOSE,940,,CA,W,SAN FERNANDO,ST,,95126-3057,17108.000000000000000
5703,AP,12437121,1.000000000000000,480055.000000000000000,594.827967564696564,101.981130178707588,PALO ALTO,2577,,CA,,PARK,BL,V101,94306-1940,6001.000000000000000
5718,LP,26439068,1.000000000000000,233179.000000000000000,951.280072287865437,141.767339027705191,SAN JOSE,343,,CA,,WILLOW,ST,,95110-3222,17193.000000000000000
5732,LP,15855025,1.000000000000000,402841.000000000000000,240.603018308605442,68.407825064871119,MOUNTAIN VIEW,126,,CA,,IRIS,DR,,94041,5000.000000000000000
5736,LP,70653101,1.000000000000000,445119.000000000000000,99.391218582215643,41.155820557016852,SAN JOSE,357,,CA,,READING,PL,,95123,17060.000000000000000
5794,LP,12025103,1.000000000000000,288169.000000000000000,622.931951883074021,115.307955818697906,PALO ALTO,323,,CA,,HIGH,ST,,94301-1043,6001.000000000000000
5796,LP,26159130,1.000000000000000,18217.000000000000000,83.258620934413472,39.743915528172536,SAN JOSE,214,,CA,,KENTDALE,PL,,95126,17193.000000000000000
5810,LP,12433007,1.000000000000000,84109.000000000000000,5105.628054384068491,308.202996357952202,PALO ALTO,,,CA,,SHERMAN,AV,,94306,6052.000000000000000
5830,LP,26108089,1.000000000000000,341112.000000000000000,420.064808651770818,98.660992278475078,SAN JOSE,671,,CA,,MYRTLE,ST,,95126-2410,17108.000000000000000
5846,LP,20905025,1.000000000000000,24374.000000000000000,840.872966870354503,120.281149351013255,SUNNYVALE,395,,CA,E,WASHINGTON,AV,,94086-6255,9002.000000000000000
5850,LP,84105040,1.000000000000000,346815.000000000000000,1194.590492693735541,149.979276819411609,GILROY,7541,,CA,,ALEXANDER,ST,,95020-5803,2000.000000000000000
5937,AP,49755052,1.000000000000000,486249.000000000000000,765.978231222263730,116.353349642879053,SAN JOSE,395,,CA,,KENBROOK,CL,,95111-3217,17031.000000000000000
5958,LP,43412075,1.000000000000000,65553.000000000000000,754.929801042030249,129.812322632506550,SAN JOSE,1285,,CA,,PALM,ST,,95110-3328,17193.000000000000000
5970,LP,72652036,1.000000000000000,416456.000000000000000,171.205214914860107,59.010221137899975,MORGAN HILL,17065,,CA,,SAINT CECILIA,LN,,95037,4002.000000000000000
5988,LP,21664111,1.000000000000000,458538.000000000000000,110.240810470427220,44.632373084244591,SANTA CLARA,3067,,CA,,BOYTER,PL,,95051,7079.000000000000000
